  1   0.100000E-02,   0.100000E-09,   0.285000E+01,   0.800000E-01,   0.842049E+00,            NaN,   0.000000E+00,            NaN,   0.000000E+00,            NaN,   0.000000E+00,   
  2   0.100000E-02,   0.100000E-09,   0.285000E+01,   0.800000E-01,   0.594321E+00,   0.963454E+01,   0.266622E-09,   0.340209E+00,   0.168355E-02,   0.114619E+01,   0.515038E-02,   
  3   0.100000E-02,   0.100000E-09,   0.285000E+01,   0.800000E-01,   0.579656E+00,   0.147053E+01,   0.323502E-02,   0.318434E+00,   0.213966E-01,   0.180750E+01,   0.760717E-02,   
  4   0.100000E-02,   0.100000E-09,   0.285000E+01,   0.800000E-01,   0.526399E+00,   0.135891E+01,   0.621499E-02,   0.194524E+00,   0.540560E-01,   0.171468E+01,   0.129822E-01,   
  5   0.100000E-02,   0.100000E-09,   0.285000E+01,   0.800000E-01,   0.543653E+00,   0.118447E+01,   0.910116E-02,   0.756914E-01,   0.148909E+00,   0.200863E+01,   0.166770E-01,   
  6   0.100000E-02,   0.100000E-09,   0.285000E+01,   0.800000E-01,   0.473339E+00,   0.153753E+01,   0.914866E-02,   0.366171E-01,   0.405307E+00,   0.212237E+01,   0.193219E-01,   
  7   0.100000E-02,   0.100000E-09,   0.285000E+01,   0.800000E-01,   0.479543E+00,   0.114727E+01,   0.123627E-01,   0.151151E-01,   0.101695E+01,   0.224627E+01,   0.255910E-01,   
  8   0.100000E-02,   0.100000E-09,   0.285000E+01,   0.800000E-01,   0.440424E+00,   0.137504E+01,   0.133956E-01,   0.776021E-02,   0.234630E+01,   0.228216E+01,   0.268019E-01,   
  9   0.100000E-02,   0.100000E-09,   0.285000E+01,   0.800000E-01,   0.451097E+00,   0.120312E+01,   0.164599E-01,   0.439034E-02,   0.488181E+01,   0.196436E+01,   0.326399E-01,   
 10   0.100000E-02,   0.100000E-09,   0.285000E+01,   0.800000E-01,   0.415678E+00,   0.126798E+01,   0.197681E-01,   0.275497E-02,   0.917548E+01,   0.219224E+01,   0.360214E-01,   
 11   0.100000E-02,   0.100000E-09,   0.285000E+01,   0.800000E-01,   0.429337E+00,   0.102660E+01,   0.239776E-01,   0.151405E-02,   0.157015E+02,   0.247321E+01,   0.456318E-01,   
 12   0.100000E-02,   0.100000E-09,   0.285000E+01,   0.800000E-01,   0.386666E+00,   0.149814E+01,   0.217936E-01,   0.133148E-02,   0.249563E+02,   0.228329E+01,   0.413504E-01,   
 13   0.100000E-02,   0.100000E-09,   0.135925E+01,   0.100000E-01,   0.127289E+00,   0.105279E+01,   0.341284E-01,   0.907926E-03,   0.389299E+02,   0.108566E+01,   0.609000E-01,   
 14   0.100000E-02,   0.100000E-09,   0.135925E+01,   0.100000E-01,   0.516261E-01,   0.504603E+00,   0.312466E-01,   0.292326E-03,   0.536209E+02,   0.120627E+01,   0.706195E-01,   
 15   0.100000E-02,   0.100000E-09,   0.100000E+01,   0.100000E-01,   0.328537E-02,   0.122999E+00,   0.132847E-01,   0.230146E-04,   0.701839E+02,   0.976717E+00,   0.334504E-01,   
 16   0.100000E-02,   0.100000E-09,   0.100000E+01,   0.100000E-01,   0.183714E-03,   0.542212E-01,   0.530681E-02,   0.347665E-05,   0.786575E+02,   0.998312E+00,   0.300557E-02,   
 17   0.100000E-02,   0.100000E-09,   0.100000E+01,   0.100000E-01,   0.103697E-04,   0.142046E-01,   0.519073E-02,   0.840929E-06,   0.851513E+02,   0.980655E+00,   0.997000E-04,   
 18   0.100000E-02,   0.100000E-09,   0.100000E+01,   0.100000E-01,   0.354331E-07,   0.845582E-03,   0.519062E-02,   0.498839E-07,   0.876952E+02,   0.998851E+00,   0.914368E-05,   
 19   0.100000E-02,   0.100000E-09,   0.100000E+01,   0.100000E-01,   0.788972E-07,   0.292391E-05,   0.519062E-02,   0.172653E-09,   0.879135E+02,   0.999998E+00,   0.566753E-07,   
 20   0.100000E-02,   0.100000E-09,   0.100000E+01,   0.100000E-01,   0.767153E-11,   0.385002E-10,   0.519062E-02,   0.244593E-14,   0.879147E+02,   0.100000E+01,   0.880861E-03,   
