  dual 0.100000E+00 0.100000E-02 0.100000E+00 0.100000E+01 0.200000E+01 0.242325E+03 0.723373E+00 0.175501E+02 0.440541E+00 0.853662E+00 
  dual 0.100000E+00 0.100000E-02 0.100000E+00 0.100000E+01 0.300000E+01 0.422229E+03 0.518003E+00 0.206948E+02 0.728750E+00 0.985580E+00 
  dual 0.100000E+00 0.100000E-02 0.100000E+00 0.100000E+01 0.400000E+01 0.650235E+03 0.257723E+00 0.197049E+02 0.929522E+00 0.116632E+01 
  dual 0.100000E+00 0.100000E-02 0.402795E-02 0.100000E+01 0.500000E+01 0.814814E+03 0.698469E-01 0.165627E+02 0.116632E+01 0.113825E+01 
  dual 0.100000E+00 0.100000E-02 0.318738E-08 0.100000E+01 0.600000E+01 0.870750E+03 0.599358E-02 0.510479E+01 0.109552E+01 0.987218E+00 
  dual 0.100000E+00 0.100000E-02 0.265215E-10 0.100000E+01 0.700000E+01 0.875968E+03 0.367713E-04 0.218046E+01 0.550219E+00 0.883633E+00 
  dual 0.100000E+00 0.100000E-02 0.169657E-10 0.100000E+01 0.800000E+01 0.876002E+03 0.244071E-05 0.161554E+01 0.446634E+00 0.879367E+00 
  dual 0.100000E+00 0.100000E-02 0.169221E-10 0.100000E+01 0.900000E+01 0.876001E+03 0.119295E-05 0.133072E+01 0.442369E+00 0.879367E+00 
  dual 0.100000E+00 0.100000E-02 0.169205E-10 0.100000E+01 0.100000E+02 0.876000E+03 0.383675E-10 0.124268E+01 0.442369E+00 0.879367E+00 
  dual 0.100000E+00 0.100000E-02 0.169190E-10 0.100000E+01 0.110000E+02 0.876000E+03 0.169194E-10 0.123814E+01 0.442369E+00 0.879367E+00 
  dual 0.100000E+00 0.100000E-02 0.169190E-10 0.100000E+01 0.120000E+02 0.876000E+03 0.169194E-10 0.123814E+01 0.442369E+00 0.879367E+00 
  dual 0.100000E+00 0.100000E-02 0.169190E-10 0.100000E+01 0.130000E+02 0.876000E+03 0.169194E-10 0.123814E+01 0.442369E+00 0.879367E+00 
  dual 0.100000E+00 0.100000E-02 0.169190E-10 0.100000E+01 0.140000E+02 0.876000E+03 0.169194E-10 0.123814E+01 0.442369E+00 0.879367E+00 
  dual 0.100000E+00 0.100000E-02 0.169190E-10 0.100000E+01 0.150000E+02 0.876000E+03 0.169194E-10 0.123814E+01 0.442369E+00 0.879367E+00 
  dual 0.100000E+00 0.100000E-02 0.169190E-10 0.100000E+01 0.160000E+02 0.876000E+03 0.169194E-10 0.123814E+01 0.442369E+00 0.879367E+00 
  dual 0.100000E+00 0.100000E-02 0.169190E-10 0.100000E+01 0.170000E+02 0.876000E+03 0.169194E-10 0.123814E+01 0.442369E+00 0.879367E+00 
  dual 0.100000E+00 0.100000E-02 0.169190E-10 0.100000E+01 0.180000E+02 0.876000E+03 0.169194E-10 0.123814E+01 0.442369E+00 0.879367E+00 
  dual 0.100000E+00 0.100000E-02 0.169190E-10 0.100000E+01 0.190000E+02 0.876000E+03 0.169194E-10 0.123814E+01 0.442369E+00 0.879367E+00 
  dual 0.100000E+00 0.100000E-02 0.169190E-10 0.100000E+01 0.200000E+02 0.876000E+03 0.169194E-10 0.123814E+01 0.442369E+00 0.879367E+00 
  dual 0.100000E+00 0.100000E-02 0.169190E-10 0.100000E+01 0.210000E+02 0.876000E+03 0.169194E-10 0.123814E+01 0.442369E+00 0.879367E+00 
