  stab 0.100000E-01 0.100000E-03 0.120000E+00 0.100000E+01 0.200000E+01 0.108681E+04 0.721330E+00 0.803040E+00 0.208472E-01 0.341939E-01 
  stab 0.100000E-01 0.100000E-03 0.120000E+00 0.100000E+01 0.300000E+01 0.185401E+04 0.524612E+00 0.140058E+01 0.384296E-01 0.529435E-01 
  stab 0.100000E-01 0.100000E-03 0.120000E+00 0.100000E+01 0.400000E+01 0.281041E+04 0.279383E+00 0.157779E+01 0.470797E-01 0.980041E-01 
  stab 0.100000E-01 0.100000E-03 0.210753E-01 0.100000E+01 0.500000E+01 0.361241E+04 0.737401E-01 0.188589E+01 0.644198E-01 0.125670E+00 
  stab 0.100000E-01 0.100000E-03 0.512180E-08 0.100000E+01 0.600000E+01 0.386432E+04 0.914910E-02 0.239566E+01 0.660765E-01 0.145763E+00 
  stab 0.100000E-01 0.100000E-03 0.403237E-10 0.100000E+01 0.700000E+01 0.391542E+04 0.395375E-02 0.255072E+01 0.889838E-01 0.353302E+00 
  stab 0.100000E-01 0.100000E-03 0.273110E-10 0.100000E+01 0.800000E+01 0.387031E+04 0.761254E-02 0.331512E+01 0.373594E+00 0.754789E+00 
  stab 0.100000E-01 0.100000E-03 0.359345E-10 0.100000E+01 0.900000E+01 0.391625E+04 0.416608E-02 0.368052E+01 0.272476E+00 0.234045E+00 
  stab 0.100000E-01 0.100000E-03 0.277494E-10 0.100000E+01 0.100000E+02 0.388858E+04 0.292739E-02 0.455984E+01 0.276567E+00 0.751831E+00 
  stab 0.100000E-01 0.100000E-03 0.252875E-10 0.100000E+01 0.110000E+02 0.391027E+04 0.263241E-02 0.515522E+01 0.688046E+00 0.819729E+00 
  stab 0.100000E-01 0.100000E-03 0.247342E-10 0.100000E+01 0.120000E+02 0.388095E+04 0.488478E-02 0.574315E+01 0.796029E+00 0.850597E+00 
  stab 0.100000E-01 0.100000E-03 0.292862E-10 0.100000E+01 0.130000E+02 0.390776E+04 0.198965E-02 0.636807E+01 0.912316E+00 0.953963E+00 
  stab 0.100000E-01 0.100000E-03 0.235702E-10 0.100000E+01 0.140000E+02 0.388205E+04 0.460356E-02 0.710695E+01 0.930299E+00 0.115483E+01 
  stab 0.100000E-01 0.100000E-03 0.286750E-10 0.100000E+01 0.150000E+02 0.390778E+04 0.199591E-02 0.742095E+01 0.123345E+01 0.115166E+01 
  stab 0.100000E-01 0.100000E-03 0.235812E-10 0.100000E+01 0.160000E+02 0.387823E+04 0.558123E-02 0.800342E+01 0.104846E+01 0.142103E+01 
  stab 0.100000E-01 0.100000E-03 0.308566E-10 0.100000E+01 0.170000E+02 0.390671E+04 0.172097E-02 0.845900E+01 0.136857E+01 0.112742E+01 
  stab 0.100000E-01 0.100000E-03 0.230999E-10 0.100000E+01 0.180000E+02 0.388390E+04 0.412898E-02 0.909389E+01 0.104610E+01 0.162274E+01 
  stab 0.100000E-01 0.100000E-03 0.276723E-10 0.100000E+01 0.190000E+02 0.389969E+04 0.802399E-04 0.947198E+01 0.156131E+01 0.147997E+01 
  stab 0.100000E-01 0.100000E-03 0.204253E-10 0.100000E+01 0.200000E+02 0.388897E+04 0.282801E-02 0.994987E+01 0.114906E+01 0.156952E+01 
  stab 0.100000E-01 0.100000E-03 0.250998E-10 0.100000E+01 0.210000E+02 0.390328E+04 0.841584E-03 0.104245E+02 0.154753E+01 0.176887E+01 
