2  0.847E+00  1.4381904659105464 1.7561768475916608  1.8609955396208095
3  0.608E+00  1.9021847306933188 2.2948078041704574  2.5006406798536371
4  0.559E+00  1.6705666060830560 4.1236244253395409  3.7396350258321887  
5  0.519E+00  1.9290352062594689 10.124092696943142  10.413305388966588
6  0.519E+00  2.4160405436215742 18.917379166548589  31.242091049202148
7  0.467E+00  2.2727886478768458 38.439797868082849  129.63018998804677 
8  0.488E+00  2.2730308473945393 100.48108480899911  750.36949168845626
9  0.449E+00  2.2041323679042626 205.03741516351516  2229.6395691453495
10 0.432E+00  2.0736035647094520 329.21857177712207  8489.7923755210395 
11 0.402E+00  2.0387817148931986 581.45413264286969  17385.789595706276 
12 0.417E+00  1.9584493060185548 1008.9904140570510  42149.051931897164
13 0.400E+00  1.0479891091042388 1124.5621974749718  51223.761260011161 
14 0.150E+00  1.1647022726947489 2821.2077103807333  135658.58511103506 
15 0.425E-01  0.7520302162967919 3573.7907326635877  189634.30383558580 
16 0.372E-02  0.7218467539298254 5358.0051631761562  295887.26761078526
17 0.825E-03  0.820589290863913  8092.2502751243601  433093.57703349489  
18 0.279E-04  0.916954723866906  9098.2486690676797  568362.85205652902 
