  2   0.100000E-02,   0.100000E-08,   0.100000E+01,   0.695332-309,   0.850483E+00,   0.271311E+01,   0.392436E-07,   0.304450E+00,   0.869981E-02,   0.801408E+00,   0.816198E-01,   
  3   0.100000E-02,   0.100000E-08,   0.100000E+01,   0.695332-309,   0.747360E+00,   0.442010E+00,   0.326665E-01,   0.296647E+00,   0.128889E+00,   0.961234E+00,   0.113013E+00,   
  4   0.100000E-02,   0.100000E-08,   0.100000E+01,   0.695332-309,   0.612041E+00,   0.760315E+00,   0.352104E-01,   0.368291E+00,   0.176090E+00,   0.837498E+00,   0.876214E-01,   
  5   0.100000E-02,   0.100000E-08,   0.100000E+01,   0.695332-309,   0.477442E+00,   0.764203E+00,   0.445666E-01,   0.305046E+00,   0.267252E+00,   0.774226E+00,   0.105763E+00,   
  6   0.100000E-02,   0.100000E-08,   0.100000E+01,   0.695332-309,   0.378218E+00,   0.705631E+00,   0.556035E-01,   0.209993E+00,   0.436331E+00,   0.756143E+00,   0.111402E+00,   
  7   0.100000E-02,   0.100000E-08,   0.100000E+01,   0.695332-309,   0.316392E+00,   0.656739E+00,   0.665965E-01,   0.131897E+00,   0.745060E+00,   0.690746E+00,   0.119655E+00,   
  8   0.100000E-02,   0.100000E-08,   0.100000E+01,   0.695332-309,   0.280792E+00,   0.637938E+00,   0.758832E-01,   0.793237E-01,   0.127918E+01,   0.640742E+00,   0.131754E+00,   
  9   0.100000E-02,   0.100000E-08,   0.100000E+01,   0.695332-309,   0.255294E+00,   0.617851E+00,   0.848097E-01,   0.466105E-01,   0.214985E+01,   0.635931E+00,   0.144076E+00,   
 10   0.100000E-02,   0.100000E-08,   0.100000E+01,   0.695332-309,   0.231910E+00,   0.612565E+00,   0.923448E-01,   0.276819E-01,   0.353168E+01,   0.558150E+00,   0.143468E+00,   
 11   0.100000E-02,   0.100000E-08,   0.100000E+01,   0.695332-309,   0.209722E+00,   0.640487E+00,   0.950557E-01,   0.169926E-01,   0.568479E+01,   0.551799E+00,   0.140527E+00,   
 12   0.100000E-02,   0.100000E-08,   0.100000E+01,   0.695332-309,   0.189764E+00,   0.612447E+00,   0.102300E+00,   0.106972E-01,   0.894598E+01,   0.548272E+00,   0.130628E+00,   
