  dual 0.100000E-02 0.100000E-09 0.100000E+00 0.100000E+01 0.200000E+01 0.777269E+02 0.911271E+00 0.826524E+02 0.118757E+01 0.171085E+02 
  dual 0.100000E-02 0.100000E-09 0.100000E+00 0.100000E+01 0.300000E+01 0.133261E+03 0.847875E+00 0.862468E+02 0.106127E+02 0.250145E+02 
  dual 0.100000E-02 0.100000E-09 0.100000E+00 0.100000E+01 0.400000E+01 0.217465E+03 0.751752E+00 0.918805E+02 0.198123E+02 0.308738E+02 
  dual 0.100000E-02 0.100000E-09 0.100000E+00 0.100000E+01 0.500000E+01 0.330216E+03 0.623041E+00 0.976981E+02 0.274911E+02 0.376688E+02 
  dual 0.100000E-02 0.100000E-09 0.100000E+00 0.100000E+01 0.600000E+01 0.454914E+03 0.480692E+00 0.995853E+02 0.347931E+02 0.431197E+02 
  dual 0.100000E-02 0.100000E-09 0.999999E-01 0.100000E+01 0.700000E+01 0.563395E+03 0.356855E+00 0.101651E+03 0.419471E+02 0.481844E+02 
  dual 0.100000E-02 0.100000E-09 0.986131E-01 0.100000E+01 0.800000E+01 0.640770E+03 0.268527E+00 0.104107E+03 0.491027E+02 0.537263E+02 
  dual 0.100000E-02 0.100000E-09 0.862392E-02 0.100000E+01 0.900000E+01 0.629900E+03 0.280936E+00 0.105745E+03 0.591025E+02 0.616007E+02 
  dual 0.100000E-02 0.100000E-09 0.193126E-01 0.100000E+01 0.100000E+02 0.664369E+03 0.241588E+00 0.107597E+03 0.676002E+02 0.673917E+02 
  dual 0.100000E-02 0.100000E-09 0.123590E-02 0.100000E+01 0.110000E+02 0.675493E+03 0.228889E+00 0.107597E+03 0.763214E+02 0.759835E+02 
  dual 0.100000E-02 0.100000E-09 0.480489E-03 0.100000E+01 0.120000E+02 0.695834E+03 0.205669E+00 0.107597E+03 0.831638E+02 0.812262E+02 
  dual 0.100000E-02 0.100000E-09 0.845423E-04 0.100000E+01 0.130000E+02 0.714156E+03 0.184753E+00 0.107597E+03 0.885464E+02 0.854006E+02 
  dual 0.100000E-02 0.100000E-09 0.176237E-04 0.100000E+01 0.140000E+02 0.730227E+03 0.166407E+00 0.107597E+03 0.922469E+02 0.886105E+02 
  dual 0.100000E-02 0.100000E-09 0.445231E-05 0.100000E+01 0.150000E+02 0.744620E+03 0.149977E+00 0.107597E+03 0.951952E+02 0.912519E+02 
  dual 0.100000E-02 0.100000E-09 0.129850E-05 0.100000E+01 0.160000E+02 0.758197E+03 0.134478E+00 0.107597E+03 0.983546E+02 0.944274E+02 
  dual 0.100000E-02 0.100000E-09 0.406078E-06 0.100000E+01 0.170000E+02 0.773104E+03 0.117461E+00 0.107597E+03 0.101540E+03 0.977758E+02 
  dual 0.100000E-02 0.100000E-09 0.113328E-06 0.100000E+01 0.180000E+02 0.789798E+03 0.984042E-01 0.107597E+03 0.104722E+03 0.100824E+03 
  dual 0.100000E-02 0.100000E-09 0.271396E-07 0.100000E+01 0.190000E+02 0.806825E+03 0.789668E-01 0.107597E+03 0.106652E+03 0.103099E+03 
  dual 0.100000E-02 0.100000E-09 0.631664E-08 0.100000E+01 0.200000E+02 0.822582E+03 0.609794E-01 0.107597E+03 0.107092E+03 0.104399E+03 
  dual 0.100000E-02 0.100000E-09 0.163908E-08 0.100000E+01 0.210000E+02 0.835719E+03 0.459826E-01 0.107597E+03 0.107190E+03 0.105268E+03 
  dual 0.100000E-02 0.100000E-09 0.532260E-09 0.100000E+01 0.220000E+02 0.846493E+03 0.336841E-01 0.107597E+03 0.107122E+03 0.105859E+03 
  dual 0.100000E-02 0.100000E-09 0.211610E-09 0.100000E+01 0.230000E+02 0.855450E+03 0.234584E-01 0.107597E+03 0.107168E+03 0.106300E+03 
  dual 0.100000E-02 0.100000E-09 0.982797E-10 0.100000E+01 0.240000E+02 0.862610E+03 0.152858E-01 0.107597E+03 0.107131E+03 0.106554E+03 
  dual 0.100000E-02 0.100000E-09 0.532431E-10 0.100000E+01 0.250000E+02 0.867920E+03 0.922372E-02 0.107597E+03 0.107285E+03 0.107138E+03 
  dual 0.100000E-02 0.100000E-09 0.337917E-10 0.100000E+01 0.260000E+02 0.871488E+03 0.515039E-02 0.107597E+03 0.107207E+03 0.106861E+03 
  dual 0.100000E-02 0.100000E-09 0.248962E-10 0.100000E+01 0.270000E+02 0.873823E+03 0.248526E-02 0.107597E+03 0.107201E+03 0.107207E+03 
  dual 0.100000E-02 0.100000E-09 0.203856E-10 0.100000E+01 0.280000E+02 0.875146E+03 0.974994E-03 0.107597E+03 0.106652E+03 0.107258E+03 
  dual 0.100000E-02 0.100000E-09 0.182025E-10 0.100000E+01 0.290000E+02 0.875756E+03 0.278771E-03 0.107597E+03 0.106532E+03 0.107252E+03 
  dual 0.100000E-02 0.100000E-09 0.172764E-10 0.100000E+01 0.300000E+02 0.875976E+03 0.277003E-04 0.107597E+03 0.105462E+03 0.107300E+03 
  dual 0.100000E-02 0.100000E-09 0.169542E-10 0.100000E+01 0.310000E+02 0.876000E+03 0.450448E-06 0.107597E+03 0.102165E+03 0.107302E+03 
