100 0.148906E+00 0.203624E-01 0.682609E-01   0.661850E+01 0.421465E+01 0.174463E+02
200 0.436513E-01 0.488953E-02 0.200917E-01   0.443461E+01 0.363528E+01 0.674692E+01
300 0.161319E-01 0.235157E-02 0.737012E-02   0.338275E+01 0.374330E+01 0.390267E+01
400 0.958199E-02 0.124282E-02 0.429058E-02   0.268245E+01 0.294791E+01 0.245118E+01

