  1   0.100000E-01,   0.100000E-04,   0.285000E+01,   0.800000E-01,   0.614633E+00,            NaN,   0.000000E+00,            NaN,   0.000000E+00,            NaN,   0.000000E+00,   
  2   0.100000E-01,   0.100000E-04,   0.285000E+01,   0.800000E-01,   0.431718E+00,   0.125109E+01,   0.648008E-01,   0.425609E+00,   0.179114E+00,   0.191816E+01,   0.102663E+01,   
  3   0.100000E-01,   0.100000E-04,   0.285000E+01,   0.800000E-01,   0.452199E+00,   0.126269E+01,   0.209831E+01,   0.620602E+00,   0.426909E+01,   0.227807E+01,   0.400606E+01,   
  4   0.100000E-01,   0.100000E-04,   0.285000E+01,   0.800000E-01,   0.364537E+00,   0.142634E+01,   0.421171E+01,   0.378204E+00,   0.158829E+02,   0.215077E+01,   0.626922E+01,   
  5   0.100000E-01,   0.100000E-04,   0.135925E+01,   0.100000E-01,   0.132982E+00,   0.925797E+00,   0.561015E+01,   0.862206E-01,   0.602423E+02,   0.110527E+01,   0.113177E+02,   
  6   0.100000E-01,   0.100000E-04,   0.135925E+01,   0.100000E-01,   0.110311E+01,   0.676016E+00,   0.712176E+01,   0.549159E-01,   0.876714E+02,   0.137635E+01,   0.217376E+02,   
  7   0.100000E-01,   0.100000E-04,   0.100000E+01,   0.100000E-01,   0.340284E+07,   0.154484E+00,   0.331358E+02,   0.146247E-01,   0.350029E+03,   0.972516E+00,   0.348464E+04,   
  8   0.100000E-01,   0.100000E-04,   0.100000E+01,   0.100000E-01,   0.946612E+26,   0.845529E-02,   0.548446E+05,   0.817441E-03,   0.567291E+06,   0.998687E+00,   0.105487E+11,   
  9   0.100000E-01,   0.100000E-04,   0.100000E+01,   0.100000E-01,   0.203789E+85,   0.317795E-04,   0.289265E+15,   0.307237E-05,   0.299205E+16,   0.999996E+00,   0.293450E+30,   
 10   0.100000E-01,   0.100000E-04,   0.100000E+01,   0.100000E-01,   0.203331+260,   0.106547E-08,   0.424423E+44,   0.103008E-09,   0.439008E+45,   0.100000E+01,   0.631745E+88,   
 11   0.100000E-01,   0.100000E-04,   0.100000E+01,   0.100000E-01,            NaN,   0.299753E-13,   0.134064+132,   0.290521E-14,   0.138671+133,   0.000000E+00,       Infinity,   
 12   0.100000E-01,   0.100000E-04,   0.100000E+01,   0.100000E-01,            NaN,            NaN,            NaN,            NaN,       Infinity,            NaN,            NaN,   
 13   0.100000E-01,   0.100000E-04,   0.100000E+01,   0.100000E-01,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,   
 14   0.100000E-01,   0.100000E-04,   0.100000E+01,   0.100000E-01,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,   
 15   0.100000E-01,   0.100000E-04,   0.100000E+01,   0.100000E-01,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,   
 16   0.100000E-01,   0.100000E-04,   0.100000E+01,   0.100000E-01,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,   
 17   0.100000E-01,   0.100000E-04,   0.100000E+01,   0.100000E-01,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,            NaN,   
