           0  0.95595099732938138     
           1  0.82124252002899478     
           2  0.54127295061332426     
           3  0.67474680229092510     
           4  0.68618729934930345     
           5  0.54529703063859492     
           6  0.60018117721891173     
           7  0.59167253886855475     
           8  0.49626659255577943     
           9  0.52648242678653867     
          10  0.51591135973168611     
          11  0.44918401673697145     
          12  0.36204002470157298     
          13  0.13951844651345213     
          14  9.51075881459331578E-003
          15  3.44989265343348042E-005
          16  5.20086135497565536E-010
          17  2.82101688533649264E-011
          18  5.58833101559398464E-011
          19  1.98236880994738893E-011
          20  2.86797110666946157E-011
          21  2.15658480419110738E-011
          22  1.99451617069024651E-011
          23  2.82044585555798247E-011
          24  9.69958968547472632E-012
          25  2.98399397530316586E-011
