           1  0.90250294338901693     
           2  0.82444485050154692     
           3  0.70865578393715989     
           4  0.56213350063512357     
           5  0.41314527131444706     
           6  0.29376035105557297     
           7  0.21060152340624394     
           8  0.15033007143482530     
           9  0.10454798554465192     
          10  6.95462692354763407E-002
          11  4.21468489216482028E-002
          12  2.04763437861518217E-002
          13  6.52268206036511321E-003
          14  1.13675416839994006E-003
          15  7.88562677223728678E-005
          16  1.02292801233433593E-006
          17  4.51036533759100555E-010
          18  1.96860325059075376E-016
