           1  0.95595099730657773     
           2  0.84697127199965305     
           3  0.60846095644079323     
           4  0.55873725099937266     
           5  0.51829992091114430     
           6  0.51860214873714705     
           7  0.46803390567539399     
           8  0.48708538196734008     
           9  0.45090703656992775     
          10  0.43122645301528129     
          11  0.40367883499219753     
          12  0.41763181396557764     
          13  0.39871230270827429     
          14  0.14747373401538716     
          15  4.21107273387011094E-002
          16  2.96856261076825509E-003
          17  4.81697754933522711E-004
          18  7.97340977943426440E-005
          19  2.11397547317071681E-006
          20  1.46688660203906353E-009
          21  2.63400463287433668E-011
          22  2.22994915278018219E-011
          23  2.70733004761487661E-011
          24  2.38987642461162887E-011
          25  3.92271501937621674E-012
          26  1.32432187996171070E-011
