           1  0.95595099729022537     
           2  0.84696140770241413     
           3  0.60842040372618578     
           4  0.55874910814761702     
           5  0.51860915399101781     
           6  0.51865277401411769     
           7  0.46785083672276645     
           8  0.48751143303924299     
           9  0.45060653791251221     
          10  0.43083725025003200     
          11  0.40383058751824052     
          12  0.41767491695763842     
          13  0.39912386609489281     
          14  0.14782803730810462     
          15  4.21793579513580555E-002
          16  3.21832556836500801E-003
          17  2.97267123706197614E-004
          18  1.56781224992149256E-005
          19  1.18931243522083985E-004
          20  1.40282680673588982E-004
          21  1.27103507062647369E-004
          22  1.45686518056221471E-004
          23  9.31408731575482238E-005
          24  8.95802376703613845E-005
          25  8.85674233025115809E-005
          26  2.25834382532623653E-005
