           1  0.90250294334049386     
           2  0.70522706905708676     
           3  0.48039224080843912     
           4  0.49472002924895264     
           5  0.36894322251764783     
           6  0.19061948917012467     
           7  7.87262680374462842E-002
           8  2.29664843175498117E-002
           9  5.13004826548909415E-003
          10  8.11724567749471456E-004
          11  7.23826197682386208E-002
          12  4.08848322331854808E-003
          13  1.42761470396302870E-005
          14  1.48898062902982491E-010
          15  6.92114715148460193E-005
          16  3.59888785862408240E-009
          17   0.0000000000000000     
