           0  0.95595099732353406     
           1  0.91673327759632806     
           2  0.85027050305348539     
           3  0.74735062136765384     
           4  0.61208185026791262     
           5  0.47745418460565092     
           6  0.37820695869468351     
           7  0.31636627900105679     
           8  0.28079250411148493     
           9  0.25530842002518661     
          10  0.23191950193106564     
          11  0.20970511387735666     
          12  0.18974209631166389     
          13  0.17235638543355952     
          14  0.15661328369803915     
          15  0.14225211296198081     
          16  0.12709930734202826     
          17  0.10968197469730993     
          18  9.12128903626493320E-002
          19  7.34524635715225332E-002
          20  5.79110960464842353E-002
          21  4.51242479825661250E-002
          22  3.43161224229023079E-002
          23  2.50318720939743250E-002
          24  1.72946795960142695E-002
          25  1.11823125110437436E-002
          26  6.75525443174471597E-003
          27  3.77173649246210487E-003
          28  1.73189103071717701E-003
          29  6.91892316389214790E-004
          30  1.62924156070486179E-004
          31  8.92452854424916581E-006
          32  2.62521230568331896E-008
          33  3.45260177626801871E-011
          34  2.04942587507382616E-011
          35  7.61202161678630832E-011
          36  9.48065167721403429E-012
          37  2.69141908151365519E-011
          38  4.28974440951377643E-011
          39  3.00613435716995510E-011
