           1  0.90250294339760972     
           2  0.70522706914134137     
           3  0.48039224083184129     
           4  0.49472002930046294     
           5  0.36894322250726475     
           6  0.13042689426298795     
           7  6.04817591031348648E-002
           8  7.99714129690069601E-003
           9  9.89389898228883458E-002
          10  8.57070979961770466E-003
          11  2.05660192636083577E-004
          12  3.35045361085867923E-006
          13  4.38306127746440302E-009
          14  4.25506941301294440E-005
          15  1.32603795995615272E-009
          16   0.0000000000000000     
