           0  0.90250294339962434     
           1  0.70438509974829167     
           2  0.48102764100684930     
           3  0.49599510673818975     
           4  0.36654238499339670     
           5  0.18824880467367389     
           6  7.71224097536274827E-002
           7  2.17095476950704899E-002
           8  3.49077950737583216E-003
           8  0.76349678957823952     
           9  0.20452174232112844     
          10  3.41647394186526746E-002
          11  9.97295968373333383E-004
          12  3.91697834516472636E-005
          13  3.97746786735667122E-006
          13  0.18927958552177912     
          14  2.85727543324479812E-002
          15  6.18341043721781520E-004
          16  2.87616845147945760E-007
          17  3.46946636884114444E-012
          17  6.68175233982623589E-006
          18  3.34922408229506107E-011
          19   0.0000000000000000     
