           0  0.95595099728207122     
           1  0.84696140768412187     
           2  0.60842040369807449     
           3  0.55874910816238565     
           4  0.51860915397849494     
           5  0.51865277403572763     
           6  0.46785083671245220     
           7  0.48751143303189715     
           8  0.45060653791098976     
           9  0.43083725026495423     
          10  0.40383058750339856     
          11  0.41767491699901815     
          12  0.39912386605705963     
          13  0.21512480106872336     
          14  8.23009220180862394E-002
          15  1.52691992630472929E-002
          16  1.53996006683774014E-003
          17  2.41244273272477614E-004
          18  3.52896264703106796E-005
          19  1.58588396389225189E-004
          20  1.38056134737074668E-004
          21  1.80996002790874058E-004
          22  8.99726207543728702E-005
          23  9.44416068849118307E-005
          24  9.69576764351144107E-005
          25  9.35156438827595168E-005
