  1 0.955951E+00
  2 0.821242E+00
  3 0.541273E+00
  4 0.674747E+00
  5 0.686187E+00
  6 0.545297E+00
  7 0.600181E+00
  8 0.591673E+00
  9 0.496266E+00
 10 0.526483E+00
 11 0.515912E+00
 12 0.449179E+00
 13 0.362041E+00
 14 0.139519E+00
 15 0.951082E-02
 16 0.344959E-04
 17 0.524904E-09
 18 0.307624E-10
 19 0.603171E-10
 20 0.402333E-10
 21 0.264663E-10
 22 0.468008E-10
 23 0.385391E-10
 24 0.908363E-10
 25 0.715495E-10
 26 0.174094E-10
