  1   0.100000E-01,   0.100000E-04,   0.100000E+01,   0.695286-309,   0.786898E+00,            NaN,   0.000000E+00,            NaN,   0.000000E+00,            NaN,   0.000000E+00,   
  2   0.100000E-01,   0.100000E-04,   0.100000E+01,   0.695286-309,   0.642837E+00,   0.914359E+00,   0.294343E-01,   0.342986E+00,   0.776582E-01,   0.851401E+00,   0.500364E+00,   
  3   0.100000E-01,   0.100000E-04,   0.100000E+01,   0.695286-309,   0.470615E+00,   0.283141E+00,   0.416547E+00,   0.200186E+00,   0.589292E+00,   0.880216E+00,   0.688052E+00,   
  4   0.100000E-01,   0.100000E-04,   0.100000E+01,   0.695286-309,   0.315243E+00,   0.473675E+00,   0.463069E+00,   0.243286E+00,   0.901356E+00,   0.855181E+00,   0.796288E+00,   
  5   0.100000E-01,   0.100000E-04,   0.100000E+01,   0.695286-309,   0.202295E+00,   0.576049E+00,   0.556896E+00,   0.221688E+00,   0.144564E+01,   0.829887E+00,   0.105300E+01,   
  6   0.100000E-01,   0.100000E-04,   0.100000E+01,   0.695286-309,   0.123240E+00,   0.562106E+00,   0.689590E+00,   0.140540E+00,   0.275360E+01,   0.836758E+00,   0.134558E+01,   
  7   0.100000E-01,   0.100000E-04,   0.100000E+01,   0.695286-309,   0.667806E-01,   0.422783E+00,   0.968383E+00,   0.738857E-01,   0.553501E+01,   0.891210E+00,   0.182549E+01,   
  8   0.100000E-01,   0.100000E-04,   0.100000E+01,   0.695286-309,   0.300254E-01,   0.299850E+00,   0.136059E+01,   0.427297E-01,   0.954806E+01,   0.906848E+00,   0.205771E+01,   
  9   0.100000E-01,   0.100000E-04,   0.100000E+01,   0.695286-309,   0.102802E-01,   0.197699E+00,   0.175758E+01,   0.235626E-01,   0.147500E+02,   0.944304E+00,   0.243418E+01,   
 10   0.100000E-01,   0.100000E-04,   0.100000E+01,   0.695286-309,   0.234921E-02,   0.107927E+00,   0.203362E+01,   0.101557E-01,   0.215984E+02,   0.977339E+00,   0.276831E+01,   
 11   0.100000E-01,   0.100000E-04,   0.100000E+01,   0.695286-309,   0.137125E-03,   0.407115E-01,   0.239251E+01,   0.318045E-02,   0.305929E+02,   0.994854E+00,   0.316010E+01,   
 12   0.100000E-01,   0.100000E-04,   0.100000E+01,   0.695286-309,   0.145185E-02,   0.917579E-02,   0.278232E+01,   0.612632E-03,   0.415887E+02,   0.999356E+00,   0.348259E+01,   
 13   0.100000E-01,   0.100000E-04,   0.100000E+01,   0.695286-309,   0.250591E-02,   0.828877E-03,   0.322178E+01,   0.491405E-04,   0.542071E+02,   0.999973E+00,   0.404617E+01,   
 14   0.100000E-01,   0.100000E-04,   0.100000E+01,   0.695286-309,   0.371384E-02,   0.944686E-05,   0.372634E+01,   0.512589E-06,   0.686710E+02,   0.100000E+01,   0.493274E+01,   
 15   0.100000E-01,   0.100000E-04,   0.100000E+01,   0.695286-309,   0.613925E-02,   0.108815E-08,   0.436705E+01,   0.564863E-10,   0.842819E+02,   0.100000E+01,   0.608086E+01,   
 16   0.100000E-01,   0.100000E-04,   0.100000E+01,   0.695286-309,   0.839443E-02,   0.249593E-13,   0.528748E+01,   0.121581E-14,   0.996104E+02,   0.100000E+01,   0.813844E+01,   
